label,description,joint0,joint1,joint2,joint3,joint4,joint5,joint6
open,关节完全打开,-0.028694257140159607,0.5918001532554626,-0.04686080291867256,-0.03602835536003113,-0.02325768768787384,-0.041478946805000305,-0.06310072541236877
closed,关节完全闭合,-0.028696557506918907,-1.0070074796676636,-1.6258422136306763,1.5498251914978027,1.7243096828460693,1.5513932704925537,1.7336077690124512
ok,拇指食指圆圈,-0.04315705597400665,-0.3386617600917816,-0.9679539799690247,-0.046562738716602325,-0.030427617952227592,0.9736552834510803,1.365321159362793
