# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 -0.336821 -0.081146 -0.047803 0.993350 0.098770 0.046837 0.036143
2.000000 -0.361979 -0.214379 0.387358 0.976049 0.157573 0.146888 0.030383
3.000000 -0.282502 -0.231671 0.231833 0.975345 0.132545 0.176397 0.004168
4.000000 -0.865914 -0.935731 -0.254515 0.927410 0.085001 -0.035003 0.362575
5.000000 -1.316259 -1.296744 -0.070405 0.881171 0.178510 -0.044103 0.435576
6.000000 -0.171020 -0.105532 -0.326761 0.988755 0.040753 0.130673 -0.060230
7.000000 0.226155 0.438559 0.638849 0.984697 0.148060 0.088002 -0.026564
8.000000 -0.003969 0.267562 0.843819 0.978874 0.183882 0.072384 0.052479
9.000000 -0.354067 -0.353773 0.044704 0.983867 0.114259 0.016616 0.136658
10.000000 -1.103009 -1.490481 -0.461187 0.969637 -0.100017 0.110710 0.193764
11.000000 -1.722116 -2.326388 -0.562968 0.960824 -0.091195 0.163785 0.204144
12.000000 -1.483642 -1.649082 -0.293308 0.956730 0.118884 0.095188 0.247939
13.000000 -1.346000 -1.209466 0.057738 0.924509 0.241354 0.052774 0.290251
