timestamp,gx,gy,gz,ax,ay,az
8572.8742923,-0.017782457,-0.004717882,0.01246262,-0.018550549,-0.018510051,-1.0047449
8572.87987406,-0.017782457,-0.004717882,0.011397354,-0.014400157,-0.020707317,-0.9983973
8572.88400878,-0.016717192,-0.004717882,0.008201562,-0.01903883,-0.02192802,-0.9988856
8572.8900046,-0.015651926,-0.0057831462,0.011397354,-0.020747814,-0.023637004,-0.99986213
8572.89441747,-0.01884772,-0.0057831462,0.009266827,-0.021724377,-0.019974895,-1.0057214
8572.90000185,-0.019912984,-0.004717882,0.011397354,-0.021724377,-0.018754192,-1.0096277
8572.9041444,-0.019912984,-0.004717882,0.009266827,-0.017085705,-0.018510051,-1.010116
8572.90993844,-0.017782457,-0.004717882,0.011397354,-0.016109142,-0.018510051,-1.0030359
8572.91409029,-0.019912984,-0.0036526173,0.013527885,-0.017818127,-0.02192802,-0.997909
8572.92000145,-0.022043515,-0.004717882,0.011397354,-0.019771252,-0.022904582,-0.9971766
8572.92438545,-0.019912984,-0.0057831462,0.011397354,-0.021724377,-0.021439739,-1.0013269
8572.92987065,-0.017782457,-0.0068484107,0.011397354,-0.020015392,-0.020219035,-1.0091394
8572.93431366,-0.016717192,-0.0068484107,0.009266827,-0.020259533,-0.017533489,-1.0120691
8572.94000593,-0.017782457,-0.004717882,0.011397354,-0.020015392,-0.018510051,-1.0071863
8572.94429469,-0.01884772,-0.004717882,0.011397354,-0.016109142,-0.019242473,-0.99986213
8572.94996314,-0.019912984,-0.004717882,0.009266827,-0.01879469,-0.021439739,-0.9966883
8572.95426665,-0.01884772,-0.0057831462,0.011397354,-0.019771252,-0.023637004,-0.997909
8572.95981669,-0.016717192,-0.0057831462,0.009266827,-0.020259533,-0.020463176,-1.0030359
8572.96410045,-0.015651926,-0.0057831462,0.011397354,-0.02270094,-0.019486614,-1.0088953
8572.97000121,-0.016717192,-0.0068484107,0.009266827,-0.018550549,-0.018510051,-1.010116
8572.97443057,-0.016717192,-0.0068484107,0.010332089,-0.016353283,-0.019486614,-1.006698
8572.97995868,-0.015651926,-0.0057831462,0.011397354,-0.016841564,-0.020463176,-1.0010828
8572.98405264,-0.01884772,-0.004717882,0.010332089,-0.020015392,-0.02192802,-0.99693245
8572.99000685,-0.01884772,-0.004717882,0.010332089,-0.021724377,-0.021439739,-0.99693245
8572.9947145,-0.01884772,-0.0057831462,0.010332089,-0.020747814,-0.020219035,-1.0045007
8572.99999993,-0.013521398,-0.0057831462,0.008201562,-0.020259533,-0.018754192,-1.0106043
8573.00429408,-0.016717192,-0.0057831462,0.010332089,-0.018306408,-0.01802177,-1.0113367
8573.00995625,-0.01884772,-0.0057831462,0.010332089,-0.016109142,-0.019242473,-1.0040125
8573.01411097,-0.017782457,-0.0057831462,0.010332089,-0.019527111,-0.019974895,-0.997909
8573.02000113,-0.017782457,-0.0036526173,0.011397354,-0.020503674,-0.024125285,-0.9971766
8573.02422581,-0.01884772,-0.0036526173,0.009266827,-0.018550549,-0.02192802,-1.0005945
8573.03001334,-0.02097825,-0.0057831462,0.010332089,-0.020747814,-0.019974895,-1.0071863
8573.03413729,-0.019912984,-0.0057831462,0.010332089,-0.020747814,-0.019242473,-1.0103601
8573.0400027,-0.01884772,-0.0057831462,0.011397354,-0.019527111,-0.01777763,-1.0088953
8573.04436533,-0.01884772,-0.0057831462,0.011397354,-0.017573986,-0.018998332,-1.0027918
8573.05000121,-0.022043515,-0.0036526173,0.010332089,-0.018550549,-0.02168388,-0.99815315
8573.0543839,-0.01884772,-0.004717882,0.01246262,-0.01903883,-0.022660442,-0.99571174
