# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 -0.035441 0.059964 -0.265873 0.999595 0.016164 0.001538 -0.023392
2.000000 -0.024201 0.069438 -0.391534 0.999034 0.023056 -0.011384 -0.035634
3.000000 -0.009477 0.080239 -0.516728 0.998109 0.029940 -0.024301 -0.047864
4.000000 -0.002092 0.071610 -0.461024 0.997986 0.024290 -0.025570 -0.052720
5.000000 0.046810 -0.016867 -0.356010 0.998176 -0.021946 -0.047017 -0.030846
6.000000 0.074923 -0.068459 -0.186564 0.995994 -0.051416 -0.073004 -0.004861
7.000000 0.082143 -0.127743 -0.033819 0.993581 -0.077310 -0.081181 0.015174
8.000000 0.007346 -0.055389 -0.009471 0.999364 -0.020787 -0.020801 0.020193
9.000000 -0.055235 0.001401 -0.381902 0.999425 0.016374 -0.002162 -0.029614
