# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 -0.002885 0.001068 0.002998 0.999999 0.000828 0.000073 -0.000631
2.000000 -0.020836 -0.018159 -0.161680 0.999560 0.020766 0.020182 -0.006454
3.000000 -0.065796 -0.112861 -0.294388 0.998970 0.042861 0.002188 -0.014732
4.000000 -0.118241 -0.100814 -0.531493 0.997581 0.066277 -0.016144 -0.013371
5.000000 -0.117134 -0.075624 -0.939679 0.995542 0.086800 -0.036883 -0.001412
6.000000 -0.362255 -0.308169 -1.354708 0.996711 0.046881 -0.017518 -0.063742
7.000000 -0.686697 -0.735709 -1.453382 0.993163 -0.060983 0.009200 -0.099116
8.000000 -0.664162 -0.635216 -1.175620 0.996611 -0.024757 0.041699 -0.066451
9.000000 -0.103315 0.001885 -0.572552 0.992728 0.119733 -0.010964 0.005968
10.000000 0.269932 0.423781 -0.275204 0.989708 0.138449 0.035546 0.006862
11.000000 0.035880 0.141717 -0.246779 0.996776 0.059182 0.052601 -0.012979
12.000000 -0.261987 -0.214736 -0.877539 0.998997 0.038808 -0.011854 -0.018947
13.000000 -0.559593 -0.615161 -1.489919 0.999677 -0.011607 -0.005990 -0.021787
14.000000 -0.836700 -1.202381 -1.691868 0.987958 -0.153884 0.012518 -0.010088
15.000000 -0.970340 -1.655131 -1.730624 0.961327 -0.264240 0.077150 0.008687
16.000000 -0.083465 -0.702131 -1.700395 0.957517 -0.285454 -0.028454 0.029446
17.000000 0.016161 -0.413867 -1.879591 0.948244 -0.308503 0.017293 0.073214
18.000000 -0.487205 -1.233369 -1.851024 0.928557 -0.367998 0.041880 0.024614
19.000000 -1.232506 -1.977049 -1.842896 0.901254 -0.417102 0.117102 -0.007451
20.000000 -1.743844 -2.087222 -1.709754 0.912153 -0.363647 0.188878 -0.007922
21.000000 -1.905502 -1.968187 -1.602693 0.954731 -0.259781 0.143600 0.019526
22.000000 -1.889118 -1.806310 -1.485738 0.977223 -0.177611 0.107714 0.043444
23.000000 -1.863848 -1.762032 -1.437809 0.983694 -0.138492 0.099272 0.057534
24.000000 -1.854785 -1.816170 -1.457919 0.970499 -0.174102 0.116219 0.119638
25.000000 -1.626484 -1.648012 -1.601806 0.956036 -0.217226 0.109607 0.163689
26.000000 -1.385560 -1.388092 -1.680796 0.943432 -0.218351 0.072124 0.238865
27.000000 -1.468794 -1.149796 -1.740845 0.941905 -0.188008 0.102507 0.258766
28.000000 -1.490359 -0.850224 -1.633751 0.943120 -0.162502 0.073460 0.280574
29.000000 -1.465931 -0.588460 -1.262141 0.952443 -0.125070 -0.011980 0.277607
30.000000 -1.430773 -0.341927 -0.898934 0.956892 -0.118747 -0.076534 0.253772
31.000000 -1.392840 -0.183682 -0.750344 0.962575 -0.112160 -0.076878 0.234435
32.000000 -1.069080 -0.335381 -0.878953 0.956922 -0.180513 -0.105716 0.201343
