# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 -0.060989 0.053727 0.427447 0.005726 0.999711 0.001723 0.023293
2.000000 -0.084678 0.078077 0.985595 -0.017724 0.999633 0.002248 0.020344
3.000000 -0.070876 0.059023 1.319254 -0.052309 0.998252 0.019811 -0.019095
4.000000 -0.227380 0.244666 1.430648 -0.030132 0.999270 0.023394 -0.001928
5.000000 -0.394888 0.553872 1.425451 0.040366 0.998401 0.022559 0.032522
6.000000 -0.605229 0.750817 1.407878 0.080082 0.994195 0.022752 0.068161
7.000000 -0.803938 0.796535 1.483661 0.087823 0.987419 0.038304 0.125790
8.000000 -0.969920 0.580573 1.560469 -0.009835 0.974084 0.038812 0.222614
9.000000 -0.611357 0.281461 1.255822 -0.039905 0.986843 -0.093948 0.125389
10.000000 -0.227719 0.506292 0.798270 0.043945 0.983976 -0.164756 -0.052110
11.000000 0.008437 0.196880 0.432259 0.021803 0.998898 -0.027869 -0.030831
12.000000 0.226864 -0.255845 0.106779 0.014648 0.993663 0.111430 0.001779
