# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 -0.021005 -0.090865 0.211629 0.999085 -0.028331 0.029991 -0.011278
2.000000 0.982884 0.574056 0.112915 0.864849 0.014888 0.243785 0.438615
3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
4.000000 -0.048393 -0.017065 -0.566361 0.998123 -0.048701 -0.035969 0.009243
5.000000 -0.150457 -0.005584 -0.879271 0.998309 -0.044566 -0.031427 0.020152
6.000000 0.017553 -0.048960 -0.627650 0.997768 -0.059232 -0.030134 -0.006448
7.000000 0.125484 -0.070854 0.157381 0.999657 0.002052 -0.017599 -0.019311
8.000000 0.050574 -0.029876 0.101964 0.999382 0.019226 -0.029325 -0.002569
9.000000 -0.085968 0.027094 0.076690 0.998824 0.029264 -0.037577 0.009090
10.000000 -0.115109 0.165658 -0.051160 0.993775 0.103196 -0.041142 0.008327
11.000000 0.001330 0.022399 -0.106892 0.999299 0.022739 -0.029482 0.004008
12.000000 0.064443 -0.101271 -0.050388 0.999908 -0.010952 0.007980 -0.000216
13.000000 0.052656 -0.061120 0.072229 0.999820 -0.015439 -0.007258 -0.008309
14.000000 0.100749 0.160507 -0.137631 0.997623 0.056579 -0.039302 -0.001332
15.000000 -0.001932 0.104236 -0.148799 0.994884 0.055909 -0.084134 -0.000719
16.000000 -0.085781 0.151285 -0.047041 0.991274 0.107637 -0.075664 -0.008022
17.000000 -0.034983 -0.002300 0.056373 0.997921 0.059559 -0.023806 -0.006315
18.000000 0.115413 -0.005613 -0.091346 0.998198 0.059542 -0.006843 -0.002991
19.000000 0.127879 0.014077 -0.324920 0.999140 0.036483 -0.018083 -0.007791
20.000000 0.075262 0.026148 -0.490814 0.998881 0.016128 -0.042530 -0.012941
21.000000 -0.028958 0.001182 -0.173696 0.997017 0.009330 -0.076147 -0.008509
22.000000 -0.053113 -0.042414 0.261739 0.998809 0.017454 -0.045547 0.000668
23.000000 -0.013608 -0.028729 0.189560 0.999458 0.024239 0.018380 0.012557
24.000000 0.079420 0.068411 -0.220921 0.997437 0.068496 0.020326 0.003838
25.000000 0.145405 0.129075 -0.395839 0.996948 0.072260 -0.029241 -0.004256
26.000000 0.087043 0.065563 -0.484619 0.997635 0.030990 -0.060101 -0.012319
27.000000 0.033745 -0.076489 -0.391333 0.994568 -0.028013 -0.099073 -0.015322
28.000000 0.032164 -0.108112 -0.392878 0.995394 -0.082361 -0.045579 -0.018192
29.000000 0.030040 -0.022235 -0.000650 0.995634 -0.092067 -0.000719 -0.015394
30.000000 -0.006465 0.026023 0.063613 0.999209 0.025650 0.030380 -0.000249
31.000000 0.006252 0.073705 -0.139313 0.993572 0.112460 0.011966 0.004890
32.000000 0.033171 0.186576 -0.224610 0.982998 0.179394 -0.035253 0.017030
33.000000 0.021768 0.076593 -0.362860 0.995090 0.085250 -0.049859 -0.006497
34.000000 0.027087 -0.066685 -0.373893 0.997284 -0.020725 -0.064739 -0.028348
35.000000 0.090693 -0.061675 -0.221737 0.995718 -0.039298 -0.080814 -0.021697
36.000000 0.152379 -0.047404 -0.155990 0.996185 -0.066695 -0.054071 -0.015607
37.000000 0.084139 -0.004587 -0.105142 0.999232 -0.024175 -0.030432 -0.004990
38.000000 0.036548 0.022253 0.109066 0.999361 0.031857 -0.016114 0.001688
39.000000 -0.049550 0.034861 0.192668 0.998672 0.048616 -0.015966 -0.005950
40.000000 -0.026076 0.023711 -0.091888 0.999194 0.014624 -0.032953 -0.017673
41.000000 -0.000957 -0.020052 -0.379236 0.997511 -0.019843 -0.063045 -0.024565
42.000000 0.072502 -0.041169 -0.458425 0.996917 -0.012695 -0.072217 -0.027937
43.000000 0.200393 -0.136159 -0.425078 0.993672 -0.039907 -0.102260 -0.023809
44.000000 0.109650 -0.076060 -0.039513 0.992940 -0.027722 -0.114145 -0.016530
45.000000 0.047288 0.061107 -0.050002 0.998999 0.037094 -0.023569 -0.008391
46.000000 -0.064757 0.158409 -0.089465 0.993473 0.101643 0.049710 0.014424
47.000000 -0.087760 0.162348 -0.215188 0.991346 0.117579 0.058364 0.001096
48.000000 -0.021421 0.016311 -0.160971 0.998933 0.044845 -0.006694 -0.008766
49.000000 0.034530 -0.012022 -0.128415 0.998681 0.004134 -0.050983 -0.004410
50.000000 0.064085 -0.036407 -0.144423 0.995760 -0.020739 -0.089405 -0.006143
51.000000 0.058302 -0.043821 0.002379 0.998740 -0.005923 -0.049389 -0.006689
52.000000 0.049801 -0.021800 0.029579 0.999473 0.022655 -0.023075 -0.002837
53.000000 0.109378 0.019935 -0.032597 0.998424 0.047346 -0.024421 -0.017633
54.000000 0.012543 0.027054 -0.142854 0.998524 0.042475 -0.008226 -0.032844
55.000000 -0.045750 -0.018372 -0.032222 0.999544 0.019256 -0.013808 -0.018739
56.000000 -0.022349 -0.033045 0.191884 0.999398 -0.008361 -0.033643 -0.001391
57.000000 -0.030284 -0.101461 0.014666 0.999628 -0.027197 0.001908 0.000871
58.000000 0.030036 -0.066684 -0.247621 0.999448 -0.008718 -0.016177 -0.027683
59.000000 0.069499 0.009424 -0.323806 0.997574 0.024488 -0.057357 -0.030937
60.000000 0.076719 0.064782 -0.277425 0.996492 0.056394 -0.057653 -0.022337
61.000000 0.027224 0.039661 0.046123 0.997393 0.027679 -0.062455 -0.023260
62.000000 -0.022644 0.046293 0.121572 0.998271 0.009734 -0.043882 -0.037889
63.000000 -0.029321 0.002882 0.163382 0.992652 -0.006571 -0.029195 -0.117244
64.000000 0.026594 -0.023677 -0.035271 0.990161 0.003754 -0.028244 -0.137003
65.000000 -0.051321 -0.115623 -0.178725 0.993221 -0.002208 -0.029287 -0.112469
66.000000 -0.125684 -0.169726 -0.295712 0.997396 0.008626 -0.033186 -0.063440
67.000000 -0.226206 -0.217625 -0.329778 0.998428 -0.039918 -0.028528 -0.027096
68.000000 -0.114049 -0.191670 0.063812 0.994179 -0.072592 -0.077534 -0.018058
69.000000 0.029664 -0.120749 0.320538 0.993765 -0.079600 -0.072972 -0.027739
70.000000 -0.006609 -0.146586 0.076169 0.995839 -0.057876 -0.058512 -0.039138
71.000000 0.015003 -0.231091 -0.220365 0.988713 -0.050200 -0.063343 -0.126148
72.000000 0.106172 0.024542 -0.331633 0.980705 0.023558 -0.050927 -0.187268
73.000000 0.296191 0.000877 -0.201982 0.962205 0.031421 -0.122680 -0.241091
74.000000 0.335069 -0.233588 0.012919 0.945789 0.027607 -0.122268 -0.299620
75.000000 0.292331 -0.265060 -0.028887 0.962121 0.031849 -0.055330 -0.265042
76.000000 0.183858 -0.192543 -0.125130 0.962153 0.020913 -0.012497 -0.271418
77.000000 0.106843 -0.141599 -0.195338 0.965786 -0.009831 0.020234 -0.258364
78.000000 0.073691 -0.066440 -0.453025 0.970476 -0.006640 0.065835 -0.231944
79.000000 0.165102 -0.071406 -0.387043 0.968752 0.035786 0.033775 -0.243101
80.000000 0.255162 -0.090514 -0.232819 0.964150 0.078485 -0.018349 -0.252820
81.000000 0.284333 -0.085023 -0.149471 0.960228 0.109070 -0.040903 -0.253759
82.000000 0.202612 -0.118233 0.267112 0.955634 0.021999 -0.092194 -0.278890
83.000000 0.177073 -0.143318 0.099315 0.954232 -0.032913 -0.048543 -0.293260
84.000000 0.242151 -0.220517 -0.118952 0.968965 -0.043561 -0.047742 -0.238601
85.000000 0.334055 -0.270930 -0.205256 0.971433 -0.051586 -0.081938 -0.216661
86.000000 0.294928 -0.135820 0.141944 0.950912 -0.073038 -0.095876 -0.285024
87.000000 0.064108 0.036603 0.522903 0.930551 -0.062665 -0.023943 -0.359966
88.000000 -0.121565 0.059651 0.961702 0.907210 -0.043913 0.027379 -0.417484
89.000000 0.014636 0.655435 0.792791 0.869151 -0.144617 0.134584 -0.453376
90.000000 0.734670 2.150361 -1.141497 0.719124 0.055282 0.502346 -0.476920
91.000000 1.915158 3.237673 -1.983035 0.681366 0.243532 0.484327 -0.491792
92.000000 3.554613 4.164945 -2.278950 0.673850 0.419043 0.391801 -0.465641
93.000000 5.454134 3.646862 -1.110781 0.790846 0.347950 0.171546 -0.473355
94.000000 6.426701 3.260346 0.265770 0.843744 0.291237 -0.004578 -0.450840
95.000000 6.999687 3.297711 1.896864 0.864966 0.223591 -0.180531 -0.411400
