direction,arm,start_12,end_12,start_22,end_22,start_23,end_23,start_24,end_24,start_25,end_25,start_26,end_26,start_27,end_27,start_28,end_28
down,right,0.2686012387275696,0.2686414122581482,-0.1839458793401718,-0.0986900925636291,0.0473504737019538,0.0528871864080429,0.8924292922019958,0.8970671892166138,0.3019066154956817,1.1263973712921145,0.3044472634792328,0.3001689016819,-0.1953908056020736,-0.1964569240808487,0.2595572471618652,0.1858954727649688
left,right,0.2686280310153961,0.269177109003067,-0.1234974414110183,-0.3018347024917602,0.052192099392414,0.0718342438340187,0.8903560042381287,1.0145126581192017,1.126193642616272,0.7286409139633179,0.3043753504753113,0.3988470137119293,-0.1961041092872619,-0.0914636105298996,0.1857113987207412,0.2904899716377258
right,right,0.2691101431846618,0.2684941291809082,-0.2545090019702911,-0.0334359891712665,0.0633254423737526,-0.2939243018627167,1.0139973163604736,-0.5254243612289429,0.7671582102775574,0.9616262316703796,0.3732726573944092,0.1520798206329345,-0.0910571068525314,-0.2903518974781036,0.2899300456047058,0.0302577726542949
up,right,0.2685878574848175,0.2683200240135193,-0.0664645135402679,-0.1874812245368957,-0.2681462466716766,-0.311073750257492,-0.525100827217102,-0.7679851055145264,0.9563411474227904,-0.2092925161123275,0.152139738202095,0.1441702246665954,-0.2900067567825317,-0.3604164719581604,0.0289232097566127,0.1335713863372802
forward,right,0.2685208916664123,0.4315002560615539,-0.1857075542211532,-0.6889731287956238,-0.2520394325256347,-0.4494675397872925,-0.7604350447654724,-0.6021474003791809,-0.2098437845706939,0.5591839551925659,0.1438107043504715,-0.0098510328680276,-0.3609303534030914,-0.1949459612369537,0.1343920677900314,0.0934424474835395
back,right,0.4306297898292541,0.4194341599941253,-0.661397397518158,0.512037992477417,-0.4240010976791382,0.0257668830454349,-0.599079430103302,-0.4895076751708984,0.5583210587501526,-0.2498231530189514,-0.0014141385909169,0.0659851431846618,-0.1959660500288009,-0.7758338451385498,0.0946312770247459,0.0464949607849121
forward,right,0.4198895096778869,0.5429610013961792,0.4373882710933685,-0.6218255162239075,0.0255991034209728,-0.5679795742034912,-0.4833717346191406,-0.6010088920593262,-0.2462758272886276,0.5138356685638428,0.0646069571375846,0.0668719783425331,-0.7713086009025574,0.0122028179466724,0.0643658339977264,0.0287621412426233
back,right,0.5429074764251709,0.0941584184765815,-0.5997505784034729,0.3579088747501373,-0.5601298809051514,0.0129917003214359,-0.602363109588623,-0.0529582910239696,0.5162324905395508,-0.245137333869934,0.0670038014650344,-0.0100188124924898,-0.0522550567984581,-0.3926760852336883,0.0284553449600934,0.1648645997047424
left,right,0.0943726897239685,0.0711511448025703,0.34593665599823,-0.2571575045585632,0.0130156688392162,0.0901820957660675,-0.0454921200871467,0.6280812621116638,-0.2444182783365249,0.2519204020500183,-0.0103783393278718,0.0685138180851936,-0.3927221000194549,-0.1858571171760559,0.1667897403240203,0.1468403190374374
back,right,0.071164533495903,0.0697985589504242,-0.2566421926021576,0.4032931625843048,0.0899184420704841,-0.3792639672756195,0.6285126805305481,0.6055868864059448,0.2539696991443634,-0.0276955440640449,0.0682621449232101,0.0673153921961784,-0.1857344061136245,-0.7399770021438599,0.1468556523323059,0.1426602154970169
up,right,0.0699726566672325,0.0706958174705505,0.392782986164093,-0.0636721923947334,-0.3327412009239197,0.0489683449268341,0.6072646379470825,0.2512373030185699,-0.011037471704185,-0.6023032069206238,0.0663686394691467,0.4252362549304962,-0.7157324552536011,-0.5631703734397888,0.143342837691307,0.2517569363117218
left,right,0.0707359910011291,0.0756642073392868,-0.0241841673851013,-0.2508657872676849,0.0520842410624027,0.0566142797470092,0.2529869973659515,0.8518866896629333,-0.5965148210525513,-0.2518484890460968,0.4210178256034851,0.1150845140218734,-0.5631780624389648,-0.7235787510871887,0.2517185807228088,0.1051620617508888
forward,right,0.0755436867475509,0.1895087212324142,-0.2174777388572693,-0.8961803913116455,0.0557633973658084,0.1293585300445556,0.8437014222145081,0.2234938144683838,-0.2441785931587219,0.403616726398468,0.115132451057434,0.3705642223358154,-0.7408053874969482,0.0169504880905151,0.1049779802560806,0.0141279641538858
