# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
2.000000 0.020356 0.025912 0.512078 0.999688 0.023105 0.009411 0.000801
3.000000 -0.010910 0.012720 0.132769 0.998856 -0.046827 0.009638 0.001015
4.000000 0.041964 0.032719 0.353891 0.999582 -0.021217 0.019599 0.001075
5.000000 0.039641 0.015881 0.365971 0.999481 0.026316 0.017703 -0.005570
6.000000 0.065847 -0.138214 -0.222897 0.998680 0.012683 -0.046119 -0.018701
7.000000 0.032909 -0.053508 0.216527 0.999714 0.012239 -0.014366 -0.014656
8.000000 0.011583 0.056055 0.667667 0.998716 0.030705 0.039582 -0.007500
9.000000 0.066555 -0.018968 0.004608 0.999864 -0.000591 -0.011421 -0.011846
10.000000 0.084377 -0.060405 -0.205272 0.998831 0.011311 -0.046267 -0.008205
11.000000 0.008452 -0.029312 0.257468 0.999240 0.033164 -0.020133 0.003763
12.000000 -0.002970 -0.006870 0.619152 0.998074 0.052655 0.031116 0.010402
13.000000 -0.092484 -0.232151 -0.055036 0.986573 -0.119199 0.111356 0.008066
14.000000 -0.163287 -0.553477 -0.595161 0.958882 -0.247372 0.138542 -0.012564
15.000000 0.024178 -0.084367 -0.335363 0.998395 -0.054076 0.016801 -0.000785
16.000000 0.079631 0.239351 0.092602 0.992998 0.086606 -0.077006 0.022915
17.000000 0.045777 0.226762 0.777354 0.991201 0.127030 -0.028889 0.023450
18.000000 -0.023190 0.009467 0.164277 0.997659 -0.040543 0.054271 -0.009313
19.000000 -0.106027 -0.399853 -0.390127 0.971492 -0.200292 0.123396 -0.029337
20.000000 -0.033631 -0.276991 -0.371939 0.978609 -0.177347 0.104235 -0.002830
21.000000 0.057887 -0.094264 0.019085 0.995900 -0.073194 0.052059 0.010753
22.000000 0.007320 -0.013139 0.396569 0.999177 0.035970 0.001580 0.018687
23.000000 -0.277240 -0.295743 0.311140 0.988886 -0.056347 0.036586 0.132634
24.000000 -0.162851 -0.103476 0.035104 0.996526 -0.003966 0.056167 0.061357
25.000000 0.171547 0.066279 -0.065149 0.996676 0.047803 0.062496 -0.021137
26.000000 0.331450 0.092040 -0.158416 0.996458 0.027926 0.003694 -0.079240
27.000000 0.045832 -0.145118 -0.150927 0.996035 -0.054587 0.047140 -0.052089
28.000000 -0.238021 -0.273701 -0.133612 0.992447 -0.090035 0.083144 0.005435
29.000000 -0.122859 -0.033124 0.052848 0.998829 -0.021284 0.023831 0.036321
30.000000 0.050501 0.063691 0.086749 0.998589 0.034576 -0.032642 0.023661
31.000000 0.103057 0.104819 0.245106 0.996181 0.074028 -0.046105 0.004241
32.000000 0.006122 0.015163 0.019861 0.999538 0.023701 -0.009148 0.016684
33.000000 -0.009303 -0.055087 -0.068975 0.999168 -0.024956 0.021333 0.024175
34.000000 -0.071428 -0.110169 -0.162171 0.995156 -0.068526 0.067388 0.020670
35.000000 -0.057661 -0.039173 0.158966 0.996499 -0.012194 0.080652 0.018341
36.000000 0.066919 -0.021315 0.329388 0.993851 0.059319 0.092195 0.015563
37.000000 0.025969 -0.012842 0.339729 0.994025 0.085270 0.066897 0.012992
38.000000 -0.061419 0.052290 0.203760 0.998105 0.048071 0.032666 0.020224
39.000000 -0.125678 -0.088266 -0.232160 0.998579 -0.041597 0.013660 0.030391
40.000000 -0.142477 -0.325340 -0.496650 0.990513 -0.132625 0.005270 0.035589
41.000000 -0.190038 -0.441430 -0.513267 0.980585 -0.186773 0.056560 0.019239
42.000000 -0.061115 -0.241757 -0.130797 0.989738 -0.116081 0.082138 0.014052
43.000000 0.037723 0.033432 0.477588 0.997059 0.057462 0.046723 0.019696
44.000000 0.016502 0.096550 0.452660 0.994551 0.100972 -0.002044 0.025877
45.000000 0.003193 0.087184 0.225016 0.995842 0.077519 -0.040647 0.025237
46.000000 0.015322 0.132657 -0.033077 0.998183 0.045563 -0.032810 0.021878
47.000000 0.042365 0.000255 -0.270823 0.999345 -0.002552 -0.030893 0.018692
48.000000 -0.081438 -0.241175 -0.429980 0.996855 -0.074274 0.025892 0.009611
49.000000 -0.184493 -0.361789 -0.439560 0.988606 -0.130407 0.075041 0.004573
50.000000 -0.364118 -0.405756 -0.382039 0.976556 -0.169623 0.131514 -0.016441
51.000000 -0.307353 -0.337782 -0.277234 0.976224 -0.166538 0.137442 -0.019033
52.000000 0.017400 0.008567 0.152606 0.997989 0.001036 0.059421 0.022026
53.000000 0.056771 0.174707 0.611708 0.990809 0.129277 -0.013545 0.037428
54.000000 0.006128 0.123560 0.300912 0.990739 0.117206 -0.059754 0.033586
