# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 -0.040420 0.054577 -0.235899 0.999915 0.002844 0.009626 0.008348
2.000000 -0.086288 0.109772 -0.470656 0.999659 0.005687 0.019251 0.016695
3.000000 -0.099558 0.115446 -0.641921 0.999208 0.033979 0.017380 0.011301
4.000000 -0.126415 0.058692 -0.921894 0.999016 0.038095 -0.005596 -0.022010
5.000000 -0.092233 -0.001852 -1.008094 0.998556 0.014020 -0.032576 -0.040358
6.000000 0.093938 -0.020214 -0.938814 0.992946 -0.022372 -0.115329 -0.016004
7.000000 0.033726 0.026204 -0.691498 0.997304 -0.009071 -0.072547 0.006240
8.000000 -0.106975 -0.013978 -0.172746 0.998110 0.023349 0.029397 0.048643
9.000000 -0.059091 -0.060599 0.083081 0.995353 0.009520 0.095777 0.002778
10.000000 -0.061592 0.002816 0.069933 0.998814 -0.009803 0.046578 -0.010261
11.000000 -0.096787 0.063625 0.127120 0.999050 -0.039872 -0.016777 0.005371
12.000000 -0.077991 0.155435 0.415377 0.998221 -0.057536 0.000216 0.015641
13.000000 0.060325 0.229177 0.887397 0.997392 -0.053651 0.044238 0.019322
14.000000 0.105114 0.238489 1.187227 0.996910 -0.048234 0.058503 0.020546
15.000000 -0.031525 0.115085 0.732968 0.997783 -0.016478 0.063105 0.013233
16.000000 -0.273931 0.063436 -1.058779 0.996956 0.063531 0.043319 -0.012877
