# x y z reflectivity tag
-0.863000 -0.500000 -0.085000 17 64
-0.870000 -0.486000 -0.115000 13 0
-0.764000 -0.413000 -0.126000 15 18
-0.855000 -0.448000 -0.168000 8 0
-0.868000 -0.475000 -0.084000 17 64
-0.611000 -0.322000 -0.079000 7 2
-0.871000 -0.446000 -0.141000 15 0
-0.874000 -0.434000 -0.169000 20 0
0.000000 -0.000000 -0.000000 0 64
-0.877000 -0.437000 -0.113000 14 0
-0.876000 -0.424000 -0.140000 15 0
-0.881000 -0.414000 -0.169000 20 0
-0.880000 -0.428000 -0.083000 17 64
-0.879000 -0.412000 -0.111000 12 0
-0.877000 -0.400000 -0.139000 15 0
-0.885000 -0.392000 -0.167000 20 0
-0.889000 -0.405000 -0.083000 17 64
-0.888000 -0.392000 -0.111000 14 0
-0.887000 -0.380000 -0.139000 15 0
-0.893000 -0.372000 -0.167000 20 0
-0.794000 -0.339000 -0.073000 18 34
-0.890000 -0.368000 -0.110000 12 0
-0.878000 -0.353000 -0.136000 11 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
-0.587000 -0.227000 -0.072000 1 2
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 192
-0.597000 -0.214000 -0.072000 2 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
-0.587000 -0.202000 -0.052000 9 32
-0.602000 -0.200000 -0.072000 1 0
0.000000 -0.000000 -0.000000 0 0
-0.882000 -0.280000 -0.158000 2 0
0.000000 -0.000000 -0.000000 0 0
-0.908000 -0.279000 -0.108000 16 2
-0.911000 -0.273000 -0.135000 15 0
-0.910000 -0.267000 -0.162000 19 0
-0.816000 -0.237000 -0.072000 18 32
-0.917000 -0.259000 -0.108000 14 0
-0.920000 -0.254000 -0.135000 15 0
-0.921000 -0.248000 -0.162000 19 0
0.000000 -0.000000 -0.000000 0 0
-0.920000 -0.236000 -0.107000 16 0
-0.920000 -0.232000 -0.134000 15 0
-0.924000 -0.228000 -0.161000 19 0
-0.927000 -0.221000 -0.080000 17 64
-0.924000 -0.214000 -0.107000 12 0
-0.923000 -0.210000 -0.133000 15 0
-0.926000 -0.207000 -0.160000 19 0
-0.930000 -0.198000 -0.080000 17 64
-0.933000 -0.193000 -0.107000 12 0
-0.935000 -0.191000 -0.134000 15 0
-0.931000 -0.186000 -0.159000 19 0
-0.938000 -0.176000 -0.080000 17 0
-0.938000 -0.171000 -0.107000 14 0
-0.937000 -0.169000 -0.133000 15 0
-0.935000 -0.166000 -0.159000 19 0
-0.936000 -0.152000 -0.080000 17 0
-0.946000 -0.150000 -0.108000 14 0
-0.940000 -0.148000 -0.133000 15 0
-0.943000 -0.146000 -0.159000 19 0
-0.945000 -0.130000 -0.081000 17 0
-0.950000 -0.128000 -0.108000 14 0
-0.946000 -0.127000 -0.133000 15 0
-0.949000 -0.126000 -0.159000 19 0
-0.948000 -0.107000 -0.081000 17 0
-0.955000 -0.106000 -0.108000 14 0
-0.952000 -0.106000 -0.133000 15 0
-0.952000 -0.105000 -0.158000 19 0
-0.950000 -0.084000 -0.081000 17 0
-0.957000 -0.084000 -0.108000 14 0
-0.953000 -0.084000 -0.132000 15 0
-0.957000 -0.085000 -0.158000 19 0
-0.962000 -0.062000 -0.082000 17 0
-0.967000 -0.062000 -0.108000 14 0
-0.961000 -0.063000 -0.133000 15 0
-0.965000 -0.064000 -0.159000 19 0
-0.963000 -0.038000 -0.082000 17 64
-0.971000 -0.039000 -0.108000 14 0
-0.966000 -0.041000 -0.133000 15 0
-0.969000 -0.043000 -0.158000 19 0
-0.976000 -0.015000 -0.083000 17 64
-0.979000 -0.016000 -0.109000 14 0
-0.970000 -0.019000 -0.133000 15 0
-0.972000 -0.022000 -0.158000 20 0
-0.978000 0.007000 -0.084000 16 64
-0.979000 0.005000 -0.109000 14 0
-0.977000 0.002000 -0.133000 15 0
-0.982000 -0.000000 -0.159000 20 0
-0.988000 0.031000 -0.085000 17 64
-0.983000 0.028000 -0.109000 14 0
-0.980000 0.024000 -0.133000 15 0
-0.982000 0.020000 -0.158000 20 0
-0.863000 -0.500000 -0.085000 17 64
-0.870000 -0.486000 -0.115000 13 0
-0.764000 -0.413000 -0.126000 15 18
-0.855000 -0.448000 -0.168000 8 0
-0.868000 -0.475000 -0.084000 17 64
-0.611000 -0.322000 -0.079000 7 2
-0.871000 -0.446000 -0.141000 15 0
-0.874000 -0.434000 -0.169000 20 0
0.000000 -0.000000 -0.000000 0 64
-0.877000 -0.437000 -0.113000 14 0
-0.876000 -0.424000 -0.140000 15 0
-0.881000 -0.414000 -0.169000 20 0
-0.880000 -0.428000 -0.083000 17 64
-0.879000 -0.412000 -0.111000 12 0
-0.877000 -0.400000 -0.139000 15 0
-0.885000 -0.392000 -0.167000 20 0
-0.889000 -0.405000 -0.083000 17 64
-0.888000 -0.392000 -0.111000 14 0
-0.887000 -0.380000 -0.139000 15 0
-0.893000 -0.372000 -0.167000 20 0
-0.794000 -0.339000 -0.073000 18 34
-0.890000 -0.368000 -0.110000 12 0
-0.878000 -0.353000 -0.136000 11 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
-0.587000 -0.227000 -0.072000 1 2
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 192
-0.597000 -0.214000 -0.072000 2 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
-0.587000 -0.202000 -0.052000 9 32
-0.602000 -0.200000 -0.072000 1 0
0.000000 -0.000000 -0.000000 0 0
-0.882000 -0.280000 -0.158000 2 0
0.000000 -0.000000 -0.000000 0 0
-0.908000 -0.279000 -0.108000 16 2
-0.911000 -0.273000 -0.135000 15 0
-0.910000 -0.267000 -0.162000 19 0
-0.816000 -0.237000 -0.072000 18 32
-0.917000 -0.259000 -0.108000 14 0
-0.920000 -0.254000 -0.135000 15 0
-0.921000 -0.248000 -0.162000 19 0
0.000000 -0.000000 -0.000000 0 0
-0.920000 -0.236000 -0.107000 16 0
-0.920000 -0.232000 -0.134000 15 0
-0.924000 -0.228000 -0.161000 19 0
-0.927000 -0.221000 -0.080000 17 64
-0.924000 -0.214000 -0.107000 12 0
-0.923000 -0.210000 -0.133000 15 0
-0.926000 -0.207000 -0.160000 19 0
-0.930000 -0.198000 -0.080000 17 64
-0.933000 -0.193000 -0.107000 12 0
-0.935000 -0.191000 -0.134000 15 0
-0.931000 -0.186000 -0.159000 19 0
-0.938000 -0.176000 -0.080000 17 0
-0.938000 -0.171000 -0.107000 14 0
-0.937000 -0.169000 -0.133000 15 0
-0.935000 -0.166000 -0.159000 19 0
-0.936000 -0.152000 -0.080000 17 0
-0.946000 -0.150000 -0.108000 14 0
-0.940000 -0.148000 -0.133000 15 0
