# x y z reflectivity tag
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.605000 -0.729000 -0.513000 0 0
0.587000 -0.726000 -0.475000 1 64
0.589000 -0.707000 -0.562000 9 0
0.575000 -0.707000 -0.524000 6 0
0.582000 -0.737000 -0.509000 4 0
0.570000 -0.742000 -0.477000 8 0
0.575000 -0.721000 -0.564000 9 0
0.554000 -0.713000 -0.520000 10 0
0.562000 -0.746000 -0.507000 10 0
0.552000 -0.755000 -0.478000 8 0
0.555000 -0.727000 -0.559000 9 0
0.536000 -0.722000 -0.518000 10 0
0.532000 -0.742000 -0.496000 9 0
0.535000 -0.771000 -0.481000 8 0
0.532000 -0.728000 -0.551000 9 0
0.531000 -0.750000 -0.530000 7 0
0.512000 -0.749000 -0.494000 9 0
0.515000 -0.781000 -0.480000 8 0
0.506000 -0.725000 -0.540000 11 0
0.515000 -0.763000 -0.531000 7 0
0.491000 -0.755000 -0.491000 9 0
0.496000 -0.793000 -0.482000 8 0
0.484000 -0.725000 -0.533000 12 0
0.495000 -0.769000 -0.528000 6 0
0.470000 -0.762000 -0.489000 9 0
0.478000 -0.806000 -0.484000 9 0
0.466000 -0.731000 -0.530000 13 0
0.474000 -0.774000 -0.524000 5 0
0.446000 -0.762000 -0.483000 8 0
0.458000 -0.817000 -0.485000 9 0
0.448000 -0.737000 -0.527000 12 0
0.450000 -0.773000 -0.517000 7 0
0.434000 -0.783000 -0.491000 7 0
0.437000 -0.826000 -0.485000 8 0
0.431000 -0.744000 -0.525000 11 0
0.428000 -0.774000 -0.512000 10 0
0.414000 -0.789000 -0.489000 7 0
0.417000 -0.836000 -0.486000 8 0
0.411000 -0.745000 -0.520000 16 0
0.407000 -0.776000 -0.507000 9 0
0.395000 -0.796000 -0.489000 7 0
0.398000 -0.848000 -0.489000 8 0
0.407000 -0.777000 -0.535000 8 0
0.388000 -0.781000 -0.505000 9 0
0.377000 -0.805000 -0.490000 7 0
0.377000 -0.856000 -0.490000 8 0
0.391000 -0.786000 -0.535000 8 0
0.367000 -0.783000 -0.501000 9 0
0.358000 -0.814000 -0.491000 6 0
0.354000 -0.860000 -0.488000 8 0
0.377000 -0.801000 -0.540000 9 0
0.350000 -0.792000 -0.502000 9 0
0.340000 -0.824000 -0.493000 6 0
0.334000 -0.871000 -0.491000 8 0
0.360000 -0.808000 -0.539000 9 0
0.331000 -0.796000 -0.500000 9 0
0.319000 -0.828000 -0.492000 6 0
0.312000 -0.876000 -0.492000 8 0
0.340000 -0.811000 -0.535000 9 0
0.311000 -0.798000 -0.497000 9 0
0.300000 -0.835000 -0.492000 6 0
0.289000 -0.879000 -0.490000 8 0
0.321000 -0.812000 -0.531000 9 4
0.292000 -0.800000 -0.494000 9 0
0.280000 -0.840000 -0.493000 6 0
0.268000 -0.885000 -0.492000 8 0
0.296000 -0.799000 -0.518000 8 4
0.274000 -0.808000 -0.496000 9 0
0.261000 -0.850000 -0.496000 6 0
0.246000 -0.890000 -0.493000 8 0
0.283000 -0.817000 -0.525000 8 4
0.255000 -0.810000 -0.494000 8 0
0.240000 -0.851000 -0.494000 6 0
0.226000 -0.899000 -0.496000 8 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 128
0.000000 -0.000000 -0.000000 0 0
0.000000 -0.000000 -0.000000 0 0
0.605000 -0.729000 -0.513000 0 0
0.587000 -0.726000 -0.475000 1 64
