# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 0.016017 -0.026187 0.225712 0.999863 0.015487 0.003863 -0.004365
2.000000 0.033515 -0.059497 0.450374 0.999452 0.030971 0.007726 -0.008728
3.000000 0.127804 -0.057886 0.481703 0.999232 0.027133 0.028259 0.001218
4.000000 0.055060 -0.011286 0.284672 0.999655 0.003039 0.011255 0.023523
5.000000 -0.027342 -0.000294 0.108954 0.999248 -0.000512 -0.006615 0.038197
6.000000 -0.040550 0.024978 -0.048828 0.999327 0.006648 0.017281 0.031662
7.000000 -0.035992 0.024215 -0.035477 0.998936 0.016270 0.035003 0.025220
8.000000 0.028143 -0.036541 0.288895 0.999428 0.023664 0.020760 0.012318
9.000000 0.094124 -0.109480 0.389548 0.999246 0.028819 0.024840 0.007776
10.000000 0.070633 -0.071725 0.137923 0.999532 0.010868 0.024385 0.014939
11.000000 0.050174 -0.002368 -0.128614 0.999715 0.004059 -0.008384 0.021994
12.000000 0.015901 0.079279 -0.530303 0.999199 -0.011921 -0.019284 0.032974
13.000000 -0.012947 -0.105682 -0.708207 0.995310 -0.018366 -0.092468 -0.021677
14.000000 -0.271183 -0.379716 -1.016431 0.993939 -0.043062 -0.038049 -0.093724
15.000000 -0.070572 -0.173391 -0.465307 0.997922 -0.036134 0.053142 -0.004593
