# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 0.046853 -0.023596 0.024957 0.999940 -0.010564 0.000797 0.002774
2.000000 0.271665 -0.069366 0.115852 0.999587 -0.027733 0.001735 0.007310
3.000000 0.376105 -0.056245 0.426938 0.998201 -0.043629 0.041130 0.000343
4.000000 0.377586 -0.039445 0.845632 0.998111 -0.031083 0.052986 0.001060
5.000000 0.384673 -0.037344 1.176328 0.998490 -0.014251 0.053041 -0.001149
6.000000 0.365361 -0.035993 1.297752 0.998676 -0.009996 0.050415 -0.002138
7.000000 0.326984 -0.040449 1.063959 0.998153 -0.019077 0.057546 -0.003983
8.000000 0.260648 -0.040941 0.491535 0.998017 -0.036886 0.050942 -0.002402
9.000000 0.285908 -0.056485 0.102084 0.998387 -0.055621 0.011152 0.002322
10.000000 0.293923 -0.063789 -0.127951 0.998511 -0.045665 -0.029061 0.006706
11.000000 0.274824 -0.049858 -0.094478 0.998627 -0.018554 -0.046464 -0.015516
12.000000 0.104750 -0.015445 -0.007419 0.998609 -0.002051 -0.031025 -0.042591
13.000000 -0.046091 -0.033641 0.040332 0.997520 -0.007630 -0.008878 -0.069408
14.000000 -0.044351 0.034796 0.021727 0.997586 -0.011700 0.001174 -0.068446
15.000000 -0.028660 0.075299 0.018640 0.997760 -0.019826 0.002359 -0.063838
16.000000 0.110600 -0.078042 0.040401 0.998481 -0.031451 0.010894 -0.043910
17.000000 0.302196 -0.059079 0.219570 0.998933 -0.024266 0.039104 0.003854
18.000000 0.371177 -0.047868 0.573323 0.998295 -0.025469 0.048083 0.021112
19.000000 0.328493 -0.005870 1.079044 0.998335 -0.026583 0.050609 0.007735
20.000000 0.337966 0.021979 1.342477 0.997815 -0.027024 0.060088 -0.004950
21.000000 0.353962 -0.041813 1.196329 0.997318 -0.016858 0.070445 -0.010537
22.000000 0.281600 -0.066581 0.696005 0.997465 -0.036130 0.061214 -0.003345
23.000000 0.277686 -0.033575 0.707666 0.998081 -0.031804 0.053047 0.003003
24.000000 0.259723 -0.009275 0.282531 0.999088 -0.040961 -0.003809 0.011465
25.000000 0.299136 0.022953 0.730098 0.998461 -0.051476 -0.018825 0.008462
26.000000 0.152353 -0.018674 0.220846 0.998623 -0.021926 -0.045701 -0.013522
27.000000 -0.073222 -0.146252 -0.267845 0.998504 -0.034044 -0.033542 -0.026562
28.000000 -0.483449 -0.357281 -0.432740 0.994993 -0.081351 0.055461 -0.017195
29.000000 -1.031649 -0.471994 -0.194529 0.986714 -0.075498 0.141478 -0.026067
30.000000 -0.327201 -0.268649 0.118256 0.999348 -0.017638 0.031444 -0.002062
31.000000 0.467884 0.061515 0.410175 0.998790 -0.021264 -0.041783 0.014861
32.000000 0.558537 0.043657 0.517388 0.999250 -0.034489 0.017603 -0.000586
33.000000 0.367321 -0.061830 0.742994 0.996901 -0.032768 0.071173 -0.007077
34.000000 0.269882 -0.095232 1.042882 0.995664 -0.026172 0.089137 -0.004774
35.000000 0.317816 -0.055585 1.310957 0.998089 -0.013198 0.060359 -0.000212
36.000000 0.342692 -0.014056 1.017970 0.999091 -0.015468 0.039673 0.002153
37.000000 0.324280 -0.025553 0.574209 0.999135 -0.033652 0.024425 -0.000853
38.000000 0.298806 -0.087995 0.124747 0.998513 -0.054007 0.006348 -0.003753
39.000000 0.252634 -0.073617 -0.184244 0.998321 -0.053787 -0.020773 0.005571
40.000000 0.246556 -0.006057 -0.179577 0.998866 -0.012319 -0.045985 -0.000643
41.000000 0.196962 0.056227 -0.132860 0.997234 0.033097 -0.064918 -0.014658
42.000000 0.135389 0.067277 -0.126379 0.995128 0.066586 -0.058497 -0.043177
43.000000 0.070512 0.023145 -0.151069 0.994925 0.070707 -0.039646 -0.059609
44.000000 -0.056114 -0.080245 -0.094152 0.996772 0.023842 0.042612 -0.063721
45.000000 -0.089845 -0.190362 0.099861 0.997204 -0.033307 0.039340 -0.054111
46.000000 0.233252 -0.095582 0.405266 0.997845 -0.058405 0.029912 0.000002
47.000000 0.419797 0.030273 0.649741 0.997657 -0.034020 0.055001 0.022296
48.000000 0.400438 0.032968 1.075475 0.997398 -0.016464 0.069346 0.010832
49.000000 0.345327 -0.043783 1.288994 0.996561 -0.013208 0.081430 -0.007828
50.000000 0.336029 -0.073922 1.183494 0.997203 -0.014638 0.072382 -0.011510
51.000000 0.294559 -0.041653 0.876209 0.998584 -0.029110 0.044425 -0.002850
52.000000 0.245536 -0.026189 0.349713 0.998714 -0.041962 0.028233 0.003397
53.000000 0.212710 -0.037663 -0.150526 0.998549 -0.052887 0.002193 0.009888
54.000000 0.306399 -0.040243 -0.167388 0.998153 -0.035804 -0.049084 0.000049
55.000000 0.349880 -0.035298 -0.129503 0.996683 0.005420 -0.080377 -0.011510
56.000000 0.248869 -0.015492 -0.122626 0.996010 0.041483 -0.078477 -0.009168
57.000000 0.097673 -0.009426 -0.154247 0.996994 0.062153 -0.040539 -0.022298
58.000000 -0.011540 0.032187 -0.168717 0.997990 0.061271 -0.002649 -0.015949
59.000000 -0.013564 -0.021606 0.024730 0.999578 -0.014628 0.024865 0.003350
60.000000 0.199275 -0.004537 0.340702 0.997652 -0.063706 0.022121 0.011905
61.000000 0.338763 -0.005505 0.577654 0.997003 -0.061112 0.047442 0.000191
62.000000 0.413642 -0.042675 0.882814 0.996490 -0.041477 0.072498 -0.005649
63.000000 0.304376 -0.065327 0.786739 0.998294 -0.022125 0.053949 -0.003051
64.000000 0.231119 -0.051998 0.757743 0.999015 -0.016541 0.041110 -0.002139
65.000000 0.235804 -0.013056 0.963488 0.999007 -0.024829 0.036995 0.000837
66.000000 0.335763 0.023939 1.145287 0.998876 -0.032928 0.033852 0.003996
