timestamp,gx,gy,gz,ax,ay,az
556.15508,0.0141754765,0.07304643,-0.029082693,0.0014689832,0.01737862,-1.0005945
556.1593032,0.009914421,0.06985063,-0.02695217,0.006351796,0.016157918,-1.0062097
556.16507978,0.012044949,0.064524315,-0.02375637,0.007084218,0.014448932,-1.0079187
556.16928741,0.010979684,0.060263254,-0.02375637,0.0036662489,0.010054401,-1.0088953
556.17507883,0.015240742,0.056002192,-0.020560578,0.00024828012,0.0049274485,-1.0076746
556.179466,0.0141754765,0.05067587,-0.019495316,-0.00048414175,0.0037067453,-1.006698
556.18507927,0.017371273,0.047480077,-0.022691108,-0.0019489855,0.0037067453,-1.008407
556.18929708,0.018436538,0.042153753,-0.022691108,0.00024828012,0.001997761,-1.0123132
556.19508065,0.010979684,0.03895796,-0.020560578,0.0046428116,0.0010211983,-1.0174402
556.19917166,0.013110215,0.034696907,-0.022691108,0.0058635147,0.0027301828,-1.0149988
556.20512866,0.02163233,0.031501114,-0.024821639,0.005619374,0.0017536202,-1.0106043
556.20916715,0.015240742,0.027240055,-0.022691108,0.0019572645,-0.005082317,-1.0071863
556.2150788,0.015240742,0.022978993,-0.0258869,-0.002925548,-0.009476849,-1.0059656
556.21939644,0.009914421,0.018717937,-0.024821639,-0.004878673,-0.008012005,-1.0052332
556.22508256,0.013110215,0.015522143,-0.02375637,-0.0043903915,-0.0067913015,-1.0093836
556.22929548,0.015240742,0.011261085,-0.02375637,-0.000972423,-0.010697552,-1.0123132
556.2350792,0.012044949,0.008065293,-0.019495316,-0.0017048449,-0.014603802,-1.0110925
556.23939539,0.0141754765,0.0038042339,-0.017364785,-0.0039021105,-0.021195598,-1.0074304
556.24507981,0.009914421,0.0027389694,-0.013103731,-0.0039021105,-0.02949638,-1.0008386
556.2493254,0.0045880973,-0.0025873529,-0.0077774078,-0.004146251,-0.032426067,-0.997909
556.25507874,0.0056533627,-0.007913675,-0.0024510846,-0.0043903915,-0.031937785,-1.0003504
556.25917355,-0.0018034894,-0.013239997,0.006071031,-0.0058552353,-0.032914348,-1.0047449
556.26507984,-0.002868753,-0.017501056,0.013527885,-0.010738048,-0.0380413,-1.0074304
556.26941249,0.0013923049,-0.020696849,0.017788943,-0.01562086,-0.042679973,-1.006698
556.27508032,-0.009260341,-0.020696849,0.02205,-0.019771252,-0.042679973,-1.0018152
556.27954167,-0.0113908695,-0.022827378,0.024180528,-0.020015392,-0.04219169,-0.99571174
556.28493766,-0.013521398,-0.024957906,0.027376322,-0.022212658,-0.040238567,-0.9954676
556.28921782,-0.013521398,-0.0281537,0.027376322,-0.020747814,-0.032670207,-0.9966883
556.29508048,-0.0113908695,-0.03028423,0.025245793,-0.018062267,-0.029252239,-1.0003504
556.29933889,-0.0113908695,-0.034545287,0.026311059,-0.017085705,-0.030961223,-1.001571
556.3050006,-0.01884772,-0.03667582,0.027376322,-0.021236096,-0.030961223,-1.0003504
556.30916628,-0.022043515,-0.040936872,0.027376322,-0.02660719,-0.02607841,-0.99644417
556.31508048,-0.024174042,-0.04200214,0.027376322,-0.029048596,-0.018754192,-0.99082893
556.31946599,-0.027369836,-0.046263196,0.026311059,-0.03417555,-0.015824504,-0.98985237
556.32507936,-0.024174042,-0.049458988,0.028441587,-0.040034924,-0.016068645,-0.99522346
556.32940151,-0.0284351,-0.048393726,0.030572116,-0.044429455,-0.016312785,-1.0018152
556.33498108,-0.029500365,-0.048393726,0.031637378,-0.0458943,-0.020463176,-1.0040125
556.33923758,-0.027369836,-0.048393726,0.0369637,-0.043452892,-0.027543254,-1.0020593
556.34507831,-0.03056563,-0.05158952,0.040159494,-0.039546642,-0.025345989,-0.999618
556.34947932,-0.03056563,-0.05585058,0.044420555,-0.04247633,-0.018998332,-0.99644417
556.3550816,-0.031630896,-0.05585058,0.048681613,-0.047847424,-0.0155803645,-0.997909
556.35936605,-0.033761423,-0.057981104,0.051877405,-0.051509533,-0.012162396,-1.0047449
556.3650367,-0.03695722,-0.057981104,0.054007933,-0.051265392,-0.013383099,-1.010116
556.36912742,-0.04015301,-0.057981104,0.058268994,-0.05395094,-0.015092083,-1.0106043
556.37507843,-0.033761423,-0.057981104,0.058268994,-0.05858961,-0.017045207,-1.010116
556.37953825,-0.03056563,-0.060111634,0.061464787,-0.0639607,-0.017533489,-1.0071863
556.38502064,-0.03695722,-0.057981104,0.061464787,-0.06615797,-0.013138958,-1.004989
556.38917683,-0.041218273,-0.059046373,0.061464787,-0.06664625,-0.010209271,-1.0071863
556.39507902,-0.045479335,-0.057981104,0.06253005,-0.06615797,-0.007767864,-1.0120691
556.39947781,-0.047609862,-0.057981104,0.06572584,-0.06420484,-0.0021526297,-1.0142664
556.40508266,-0.045479335,-0.057981104,0.06785637,-0.07006422,-0.0028850515,-1.0130457
556.4092085,-0.041218273,-0.059046373,0.06892164,-0.07787672,-0.005082317,-1.0091394
556.41507862,-0.044414066,-0.056915842,0.071052164,-0.08251539,-0.0016643485,-1.00328
556.41934656,-0.044414066,-0.05478531,0.07211743,-0.08202711,0.0037067453,-1.0001062
556.42507878,-0.043348804,-0.05265478,0.07637849,-0.078365,0.003950886,-1.0027918
556.42925215,-0.043348804,-0.05372005,0.07744375,-0.073482186,-0.000687786,-1.0086511
556.4350796,-0.043348804,-0.05372005,0.07957428,-0.065181404,0.00028877647,-1.0086511
556.43941822,-0.043348804,-0.056915842,0.088096395,-0.06420484,0.0024860422,-1.0062097
556.44504119,-0.046544597,-0.05478531,0.090226926,-0.06811109,0.001997761,-1.00328
556.44914127,-0.046544597,-0.05585058,0.09555325,-0.07006422,0.0027301828,-0.9974207
556.45508117,-0.045479335,-0.05585058,0.09661852,-0.0705525,0.006392292,-0.99766487
556.45948548,-0.041218273,-0.05585058,0.09981431,-0.07104078,0.008101276,-1.0003504
556.46508064,-0.04015301,-0.05585058,0.104075365,-0.07250562,0.0078571355,-1.0037683
556.46919208,-0.043348804,-0.05265478,0.10833642,-0.069820076,0.0061481516,-1.0023035
556.47508044,-0.043348804,-0.049458988,0.10940169,-0.06322828,0.003950886,-0.9988856
556.47946835,-0.04015301,-0.05372005,0.11153221,-0.060298596,0.0037067453,-0.9937586
556.48508064,-0.043348804,-0.05585058,0.11366275,-0.06371656,0.007124714,-0.98545784
556.48934822,-0.043348804,-0.05585058,0.11259748,-0.06664625,0.014448932,-0.9983973
556.49508,-0.039087746,-0.056915842,0.11472801,-0.07104078,0.022993855,-1.0057214
556.49935289,-0.04015301,-0.05585058,0.11366275,-0.07567945,0.026655965,-0.983993
556.50507939,-0.04228354,-0.05158952,0.11472801,-0.07543531,0.020308308,-0.9786219
556.50932893,-0.03802248,-0.049458988,0.11366275,-0.06835523,0.015425495,-0.98985237
556.51507968,-0.039087746,-0.05158952,0.11259748,-0.06371656,0.014448932,-0.9918055
556.51926794,-0.039087746,-0.05372005,0.11685854,-0.069087654,0.012495807,-0.99034065
556.52508303,-0.033761423,-0.05158952,0.1179238,-0.07030836,0.012495807,-0.98789924
556.52929936,-0.03589195,-0.05158952,0.121119596,-0.055904064,0.012984089,-0.9864344
556.53508001,-0.03589195,-0.056915842,0.12644592,-0.05028883,0.01689034,-0.9966883
556.53939657,-0.03589195,-0.057981104,0.12964171,-0.06274,0.014937214,-1.0062097
556.5450801,-0.033761423,-0.05585058,0.13177225,-0.07397047,0.013228229,-0.99522346
556.54917503,-0.033761423,-0.05265478,0.13177225,-0.06737867,0.021529011,-0.9883875
556.55508048,-0.026304573,-0.05265478,0.13390277,-0.06420484,0.022993855,-0.9918055
556.55930012,-0.026304573,-0.05585058,0.13177225,-0.065669686,0.025679402,-0.99937385
556.56508016,-0.026304573,-0.05478531,0.12964171,-0.07006422,0.03275948,-1.0103601
556.56942605,-0.023108779,-0.05158952,0.12538067,-0.065913826,0.0400837,-1.0088953
