timestamp,gx,gy,gz,ax,ay,az
3129.63548766,-0.013521398,-0.0057831462,0.01246262,-0.048091564,0.031294636,-0.9959559
3129.6406373,-0.0113908695,-0.0068484107,0.010332089,-0.05102125,0.0322712,-1.0013269
3129.64548709,-0.010325605,-0.0057831462,0.011397354,-0.049556408,0.035689168,-1.0037683
3129.65063557,-0.014586663,-0.0057831462,0.011397354,-0.048579846,0.03715401,-1.0030359
3129.65548667,-0.013521398,-0.004717882,0.011397354,-0.045406017,0.033736043,-1.00328
3129.66065746,-0.009260341,-0.0068484107,0.01246262,-0.047115,0.03275948,-1.0040125
3129.6654871,-0.0113908695,-0.004717882,0.01246262,-0.04980055,0.03275948,-1.0008386
3129.67064903,-0.013521398,-0.0036526173,0.01246262,-0.05102125,0.03202706,-0.9954676
3129.6754871,-0.010325605,-0.0057831462,0.011397354,-0.04980055,0.033491902,-0.9949793
3129.68076931,-0.010325605,-0.0057831462,0.011397354,-0.048823986,0.03666573,-1.0030359
3129.68548758,-0.014586663,-0.007913675,0.011397354,-0.048579846,0.035200886,-1.010116
3129.69064542,-0.0113908695,-0.0057831462,0.011397354,-0.047847424,0.035200886,-1.0091394
3129.69548831,-0.013521398,-0.0057831462,0.011397354,-0.047359142,0.03275948,-1.0003504
3129.70065838,-0.015651926,-0.0057831462,0.013527885,-0.048335705,0.031538777,-0.99571174
3129.7054865,-0.013521398,-0.0057831462,0.01246262,-0.05028883,0.03202706,-0.9959559
3129.71064311,-0.0113908695,-0.0057831462,0.011397354,-0.04980055,0.034224324,-1.0013269
3129.71548943,-0.0071298117,-0.0068484107,0.011397354,-0.04980055,0.037642293,-1.0045007
3129.72063406,-0.010325605,-0.0057831462,0.011397354,-0.047359142,0.03642159,-1.00328
3129.7254887,-0.014586663,-0.004717882,0.011397354,-0.047359142,0.03300362,-1.0037683
3129.7306349,-0.010325605,-0.004717882,0.01246262,-0.049068127,0.031782918,-1.0052332
3129.73548768,-0.0113908695,-0.004717882,0.01246262,-0.051753674,0.031782918,-1.0001062
3129.74066129,-0.015651926,-0.0057831462,0.01246262,-0.051753674,0.03324776,-0.99693245
3129.74548737,-0.012456134,-0.0057831462,0.01246262,-0.05053297,0.034712605,-0.997909
3129.75064992,-0.014586663,-0.0068484107,0.011397354,-0.047847424,0.034224324,-1.0042566
3129.75548715,-0.010325605,-0.0068484107,0.011397354,-0.04662672,0.035689168,-1.008407
3129.76063554,-0.014586663,-0.0068484107,0.01246262,-0.048335705,0.033980183,-1.0052332
3129.7654873,-0.016717192,-0.004717882,0.01246262,-0.049312267,0.0322712,-0.99571174
3129.77063634,-0.012456134,-0.0057831462,0.011397354,-0.047603283,0.031050496,-0.9935145
3129.77548733,-0.010325605,-0.004717882,0.010332089,-0.05028883,0.033491902,-0.99986213
3129.78079246,-0.013521398,-0.0068484107,0.01246262,-0.049068127,0.035445027,-1.0069422
3129.78548887,-0.012456134,-0.0068484107,0.011397354,-0.048823986,0.03593331,-1.0059656
3129.79065279,-0.012456134,-0.004717882,0.010332089,-0.04638258,0.033980183,-1.0027918
3129.79548746,-0.014586663,-0.0036526173,0.010332089,-0.048091564,0.031050496,-1.0027918
3129.80063268,-0.015651926,-0.004717882,0.01246262,-0.048335705,0.031782918,-1.0018152
3129.8054865,-0.009260341,-0.0057831462,0.010332089,-0.05028883,0.033736043,-0.997909
3129.81063297,-0.013521398,-0.0057831462,0.013527885,-0.049556408,0.033736043,-0.99522346
3129.81548666,-0.0113908695,-0.0068484107,0.011397354,-0.04980055,0.033980183,-0.99986213
3129.82065912,-0.0113908695,-0.0057831462,0.010332089,-0.04687086,0.03593331,-1.0079187
3129.82548789,-0.012456134,-0.0057831462,0.011397354,-0.047359142,0.035445027,-1.0088953
3129.83064698,-0.012456134,-0.004717882,0.011397354,-0.049556408,0.031782918,-1.0037683
3129.83548746,-0.0113908695,-0.004717882,0.011397354,-0.049556408,0.031782918,-0.9949793
3129.84063485,-0.0113908695,-0.0057831462,0.011397354,-0.048579846,0.0322712,-0.9962
3129.84548746,-0.010325605,-0.0057831462,0.011397354,-0.048579846,0.035200886,-1.0037683
3129.85063635,-0.01884772,-0.004717882,0.011397354,-0.05028883,0.035200886,-1.0079187
3129.85548892,-0.017782457,-0.004717882,0.01246262,-0.047115,0.033491902,-1.0047449
3129.8606571,-0.015651926,-0.004717882,0.011397354,-0.047847424,0.034468465,-1.0008386
3129.86548889,-0.0113908695,-0.0036526173,0.011397354,-0.049068127,0.03251534,-1.0003504
3129.8706471,-0.010325605,-0.0036526173,0.010332089,-0.04980055,0.030318074,-0.9991297
3129.8754873,-0.012456134,-0.0036526173,0.010332089,-0.05028883,0.033736043,-0.997909
3129.88076996,-0.010325605,-0.0057831462,0.011397354,-0.04980055,0.035200886,-0.99766487
3129.88548692,-0.014586663,-0.007913675,0.01246262,-0.048335705,0.035200886,-1.0052332
3129.89064536,-0.0113908695,-0.0057831462,0.01246262,-0.047847424,0.035200886,-1.0088953
3129.89548823,-0.012456134,-0.0036526173,0.011397354,-0.048091564,0.03251534,-1.0076746
3129.9006556,-0.008195076,-0.0068484107,0.010332089,-0.049312267,0.03202706,-0.99766487
3129.90548738,-0.012456134,-0.0036526173,0.013527885,-0.048335705,0.03275948,-0.9922938
3145.4906673,-0.012456134,-0.0068484107,0.011397354,-0.047847424,0.030806355,-1.0054773
