# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 0.002149 -0.015898 0.089918 0.999542 -0.004021 0.029345 0.006279
2.000000 0.010666 -0.024376 0.531388 0.999769 0.017292 0.001903 0.012627
3.000000 0.011494 -0.062728 0.496724 0.999499 0.021346 -0.018346 0.014470
4.000000 -0.010041 -0.032070 0.016228 0.999942 0.002732 -0.008725 0.005780
5.000000 0.013766 0.005910 -0.401982 0.999756 -0.005132 -0.021470 -0.000118
6.000000 0.011393 -0.051564 -0.564700 0.999172 -0.017896 -0.035708 -0.007789
7.000000 -0.112380 -0.118536 -0.647249 0.998913 -0.031144 -0.032218 0.012859
8.000000 -0.219700 -0.037441 -0.638023 0.999504 -0.003768 -0.019236 0.024632
9.000000 -0.204237 -0.071376 -0.529692 0.999284 -0.022997 0.014187 0.026483
10.000000 -0.143863 -0.126686 -0.394718 0.998314 -0.041183 0.037894 0.015370
11.000000 -0.082907 -0.179119 -0.222083 0.997042 -0.039675 0.065812 -0.001486
12.000000 0.002972 -0.066965 0.135926 0.999461 0.001945 0.032352 0.005210
13.000000 0.032738 0.017740 0.511928 0.999370 0.030942 -0.008179 0.015311
14.000000 0.069820 0.043768 0.719771 0.999407 0.026305 -0.015930 0.015464
15.000000 0.112334 0.019004 0.791613 0.999516 0.017210 -0.020416 0.015983
16.000000 0.039968 -0.009422 0.612414 0.999318 0.006093 -0.033593 0.014051
17.000000 0.004901 -0.021680 0.249113 0.999739 -0.001353 -0.020457 0.010121
18.000000 -0.003430 -0.016672 -0.113236 0.999903 -0.006964 -0.009257 0.007701
19.000000 -0.060887 -0.102973 -0.443425 0.998894 -0.032287 0.033319 0.007573
20.000000 -0.108981 -0.299471 -0.674102 0.995580 -0.071185 0.060336 0.010654
21.000000 -0.166025 -0.270083 -0.738323 0.996868 -0.065706 0.041909 -0.013428
22.000000 -0.215425 -0.236832 -0.738118 0.997274 -0.065663 0.016424 -0.029376
23.000000 -0.231178 -0.209406 -0.673723 0.997838 -0.055916 0.022012 -0.026625
24.000000 -0.093678 -0.162003 -0.468969 0.999059 -0.043347 -0.001311 -0.000500
25.000000 0.020607 -0.083442 -0.236550 0.999485 -0.024923 -0.012574 0.015825
