# timestamp x y z qw qx qy qz
0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 0.052249 0.056661 0.903421 0.999749 -0.001755 -0.021660 0.005412
2.000000 0.064693 0.116845 1.808038 0.998997 -0.003508 -0.043310 0.010820
3.000000 0.002228 0.116155 2.538904 0.997006 0.031954 -0.069689 0.010095
4.000000 -0.098153 0.063246 3.263604 0.993063 0.067354 -0.095931 0.009349
5.000000 -0.179613 0.018728 3.506282 0.984571 0.051965 -0.161026 0.044618
6.000000 0.057376 0.174945 3.799171 0.951649 0.074482 -0.292737 0.055875
7.000000 0.125661 0.345446 3.964689 0.937710 0.094245 -0.331252 0.045719
8.000000 -0.021343 0.205306 3.309353 0.975378 0.084119 -0.203485 0.012456
9.000000 -0.188808 0.147378 3.020774 0.980952 0.149756 -0.121162 0.025012
10.000000 -0.310267 -0.134005 3.230892 0.980032 0.195026 -0.010471 0.037310
11.000000 -0.265800 -0.241028 3.365215 0.977077 0.205679 0.035962 0.041523
12.000000 -0.303900 -0.057037 3.132624 0.980931 0.187692 0.022210 0.045302
13.000000 -0.186262 0.197447 2.760867 0.987855 0.146653 -0.037668 0.034866
14.000000 -0.009130 0.392206 2.465704 0.988303 0.086769 -0.125406 0.000920
15.000000 0.137683 0.127081 2.266559 0.980742 -0.006219 -0.194789 -0.012801
16.000000 0.088902 0.027750 1.625604 0.971188 -0.121430 -0.204884 0.008379
17.000000 -0.436638 -0.344686 0.738175 0.956554 -0.282894 0.002439 -0.070498
18.000000 -0.242360 -0.111408 1.084413 0.979712 -0.181717 0.053715 -0.065260
19.000000 -0.239432 -0.095506 1.324827 0.978278 -0.175268 0.036337 -0.104565
20.000000 -0.023407 -0.026727 1.373509 0.986229 -0.119484 -0.111350 -0.026032
21.000000 0.090810 0.005307 1.249516 0.979049 -0.072494 -0.189329 0.019044
22.000000 0.008092 0.208636 1.362128 0.984123 -0.023457 -0.171589 0.038852
23.000000 0.027528 0.036850 1.384961 0.988667 -0.044600 -0.142512 0.015433
24.000000 -0.059770 0.083306 1.301758 0.992589 -0.021947 -0.119342 0.006535
25.000000 -0.049523 0.159387 1.322827 0.988618 -0.002192 -0.150382 -0.003906
26.000000 -0.013622 0.212499 1.368996 0.984057 0.008953 -0.177620 0.001415
27.000000 0.015471 0.201515 1.502026 0.994400 -0.014109 -0.102958 0.019232
28.000000 0.034770 -0.156537 1.405808 0.989262 -0.137278 -0.041679 -0.027911
29.000000 -0.068403 -0.388749 1.342422 0.976129 -0.204195 -0.022822 -0.070394
30.000000 -0.240025 -0.218013 1.079529 0.962687 -0.261011 -0.035029 -0.062294
31.000000 -0.386296 -0.056567 0.980707 0.963538 -0.260826 -0.006563 -0.059347
32.000000 -0.307420 -0.052503 1.151466 0.966484 -0.248647 0.007011 -0.063519
33.000000 -0.187708 -0.117042 1.213694 0.971349 -0.231302 -0.002322 -0.054541
34.000000 -0.190684 -0.169304 1.155214 0.969457 -0.238054 -0.023709 -0.054053
35.000000 -0.130249 -0.164820 1.121778 0.972857 -0.221353 -0.039332 -0.054817
36.000000 -0.155495 -0.247889 1.116259 0.966811 -0.246564 -0.028853 -0.060410
